source_page,file_url,doc_type,title
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.0.1/iBright%20Analysis%20Software-%20Desktop%20V5.0.1%20release%20notes%20-%20Final.pdf,pdf,Version 5.0.1 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.1.0/iBright%20Analysis%20Software-%20Desktop%20V5.1%20release%20notes%20FINAL.pdf,pdf,Version 5.1.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.2.0/iBright%20Analysis%20Software-%20Desktop%20V5.2%20release%20notes.pdf,pdf,Version 5.2.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.2.1/iBright%20Analysis%20Software-%20Desktop%20V5.2.1%20release%20notes.pdf,pdf,Version 5.2.1 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.2.2/iBright%20Analysis%20Software-%20Desktop%20V5.2.2%20release%20notes.pdf,pdf,Version 5.2.2 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.3.0/iBright%20Analysis%20Software-%20Desktop%20V5.3%20release%20notes.pdf,pdf,Version 5.3.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.4.0/iBright%20Analysis%20Software-%20Desktop%20V5.4%20release%20notes.pdf,pdf,Version 5.4.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.5.0/iBright%20Analysis%20Software%20V5.5.0%20release%20notes.pdf,pdf,Version 5.5.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v1.8.2/iBright-Firmware-v1.8.2-Release-Notes-iBright-1500_750.pdf,driver,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v1.4.0/iBright-Firmware-v1.4.0-Release-Notes-iBright_1500-750.pdf,driver,Version 1.4.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v1.4.3/iBright-Firmware-v1.4.3-Release-Notes-iBright%201500-750.pdf,driver,Version 1.4.3 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/firmware/iBright/1.5.0/iBright-Firmware-v1.5.0-Release-Notes-iBright%201500_750.pdf,driver,Version 1.5.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v1.6.0/iBright-Firmware-v1.6.0-Release-Notes-iBright%201500_750.pdf,driver,Version 1.6.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v1.7.0/iBright-Firmware-v1.7.0-Release-Notes-iBright_1500_750.pdf,driver,Version 1.7.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v1.8.0/iBright-Firmware-v1.8.0-Release-Notes-iBright%201500_750.pdf,driver,Version 1.8.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v1.8.0/iBright-Firmware-Normalization-Patch-v1.8.0-Release-Notes.pdf,driver,Version 1.8.0 Normalization Patch
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v1.8.1/iBright-Firmware-v1.8.1-Release-Notes-iBright-1500_750.pdf,driver,Version 1.8.1 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v5.6.0/iBright%20Analysis%20Software%20Secure%20V5.6.0%20release%20notes.pdf,pdf,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v4.0.0/iBright%20Analysis%20Software-Secure%20V4.0.0%20release%20notes_final.pdf,pdf,Version 4.0.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v4.0.1/iBright%20Analysis%20Software--Secure%20Desktop%20V4.0.1%20release%20notes_FINAL.pdf,pdf,Version 4.0.1 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v5.0/iBright%20Analysis%20Software%20Secure_V5.0%20release%20notes_Final.pdf,pdf,Version 5.0.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v5.0.1/iBright%20Analysis%20Software-%20Secure%20Desktop%20V5.0.1%20release%20notes%20Final.pdf,pdf,Version 5.0.1 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v5.1.0/iBright%20Analysis%20Software-%20Secure%20Desktop%20V5.1%20release%20notes%20FINAL.pdf,pdf,Version 5.1.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v5.2.0/iBright%20Analysis%20Software-%20Secure%20Desktop%20V5.2%20release%20notes.pdf,pdf,Version 5.2.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v5.2.1/iBright%20Analysis%20Software-%20Secure%20Desktop%20V5.2.1%20release%20notes.pdf,pdf,Version 5.2.1 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v5.2.2/iBright%20Analysis%20Software-%20Secure%20Desktop%20V5.2.2%20release%20notes.pdf,pdf,Version 5.2.2 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright-Secure/v5.3.0/iBright%20Analysis%20Software-%20Secure%20Desktop%20V5.3%20release%20notes.pdf,pdf,Version 5.3.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.4.0/iBright%20Analysis%20Software-%20Secure%20Desktop%20V5.4%20release%20notes.pdf,pdf,Version 5.4.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.5.0/iBright%20Analysis%20Software%20Secure%20V5.5.0%20release%20notes.pdf,pdf,Version 5.5.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/converge-software.html,https://assets.thermofisher.com/TFS-Assets/LSG/manuals/READ_FIRST_PrecisionIDSystem_ReleaseNotes_121317.pdf,manual,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/converge-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/Precision-ID-Combo-Workflow-Technical-Note_112119.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/converge-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/HID-Y-SNP-Research-Panel-v1-TechNote.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/converge-software.html,https://converge-latest.s3.amazonaws.com/converge-23/README_2.3+25+Mar+2021.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/iblot-2-gel-transfer-device.html,https://documents.thermofisher.com/TFS-Assets/BID/manuals/iblot2-firmware-v1.5.1-release-notes.pdf,driver,Release notes
